Feature type,Primary DBID,Systematic Name,SGD Alias,Description,Standard Name,Chromosome,Start,End,Strand
ORF,S000028656,YIL021C-A,,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; completely overlaps verified gene RPB3/YIL021W; identified by gene-trapping, expression analysis, and genome-wide homology searching",,chrIX,313199,313468,-1
ORF,S000002136,YAL004W,,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; completely overlaps verified gene SSA1/YAL005C",,chrI,140760,141407,1
ORF,S000028785,YHR193C-A,,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; completely overlaps verified ORF MDM31/YHR194W",,chrVIII,488653,489027,-1
ORF,S000028609,YCR081C-A,,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; completely overlaps with SRB8/YCR081W; identified by gene-trapping, microarray expression analysis, and genome-wide homology searching",,chrIII,258415,258651,-1
ORF,S000028637,YGR068W-A,,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; completely overlaps with the uncharacterized ORF YGR068C",,chrVII,626294,626389,1
ORF,S000005994,YPL073C,,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; completely overlaps with verified gene UBP16/YPL072W; may interact with ribosome based on co-purification experiments",,chrXVI,418499,418984,-1
ORF,S000028607,YCR045W-A,,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; completely overlaps with YCR045C; identified by gene-trapping, microarray expression analysis, and genome-wide homology searching",,chrIII,208751,209101,1
ORF,S000028608,YCR047W-A,,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; completely overlaps with YCR047C; identified by gene-trapping, microarray expression analysis, and genome-wide homology searching",,chrIII,211301,211507,1
ORF,S000028604,YBR223W-A,,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; completely overlaps YBR223C; identified by gene-trapping, microarray-based expression analysis, and genome-wide homology searching",,chrII,668721,668840,1
ORF,S000028673,YLL067W-A,,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; completely overlaps YLL067C",,chrXII,843,1325,1
ORF,S000028786,YHR218W-A,,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; completely within telomere TEL08L",,chrVIII,559932,560249,1
ORF,S000028643,YGR296C-B,,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; contained completely within TEL07R",,chrVII,1089746,1090228,-1
ORF,S000005064,YNL120C,,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; deletion enhances replication of Brome mosaic virus in S. cerevisiae, but likely due to effects on the overlapping gene",,chrXIV,401033,401518,-1
ORF,S000000771,YEL045C,,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; deletion gives MMS sensitivity, growth defect under alkaline conditions, less than optimal growth upon citric acid stress",,chrV,68840,69265,-1
ORF,S000004272,YLR282C,,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; deletion mutation confers an increase in Ty1 transposition",,chrXII,705071,705412,-1
ORF,S000004471,YML009W-B,YML010W-A,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; deletion mutation confers an increase in Ty1 transposition",,chrXIII,250435,250911,1
ORF,S000003182,YGL214W,,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; deletion mutation phenotype is likely due to the overlapping verified ORF SKI8/YGL213C",,chrVII,90010,90495,1
ORF,S000005308,YNR025C,,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; deletion reduces expression of PIS1 gene encoding phosphatidylinositol synthase",,chrXIV,672702,673061,-1
ORF,S000028563,YLR154W-B,,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; encoded within the 25S rRNA gene on the opposite strand",,chrXII,454392,454556,1
ORF,S000028675,YLR154W-A,YLR154W-C,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; encoded within the 25S rRNA gene on the opposite strand",,chrXII,452438,452623,1
ORF,S000028676,YLR154W-E,,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; encoded within the 35S rRNA gene on the opposite strand",,chrXII,455433,455636,1
ORF,S000028843,YLR154W-F,,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; encoded within the 35S rRNA gene on the opposite strand",,chrXII,455883,456023,1
ORF,S000006281,YPR077C,,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; expression increased by deletion of NAP1",,chrXVI,697131,697502,-1
ORF,S000004554,YML089C,,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; expression induced by calcium shortage",,chrXIII,91041,91409,-1
ORF,S000000216,YBR012C,,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; expression induced by iron-regulated transcriptional activator Aft2p",,chrII,259147,259566,-1
ORF,S000005628,YOR102W,,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; extensively overlaps essential OST2 gene encoding a subunit of the ER lumen oligosaccharyltransferase complex",,chrXV,516423,516773,1
ORF,S000003305,YGR073C,,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; extensively overlaps essential SMD1 gene encoding a U6 snRNP protein",,chrVII,635615,635986,-1
ORF,S000005094,YNL150W,,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; extensive overlap with PGA2/YNL149C, an uncharacterized gene with a proposed role in protein trafficking",,chrXIV,349251,349658,1
ORF,S000005919,YOR392W,,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; gene expression induced by heat",,chrXV,1079282,1079725,1
ORF,S000007598,YDL114W-A,,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; identified based on homology to hemiascomycetous yeasts",,chrIV,254935,255048,1
ORF,S000028825,YGL014C-A,,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; identified by expression profiling and mass spectrometry",,chrVII,466237,466398,-1
ORF,S000028853,YOL083C-A,,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; identified by expression profiling and mass spectrometry",,chrXV,166461,166601,-1
ORF,S000028860,YPR160W-A,,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; identified by expression profiling and mass spectrometry",,chrXVI,861934,862014,1
ORF,S000028861,YPR170W-A,,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; identified by expression profiling and mass spectrometry",,chrXVI,883378,883563,1
ORF,S000028530,YBL068W-A,,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; identified by fungal homology and RT-PCR",,chrII,91794,92030,1
ORF,S000028592,YAL037C-B,,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; identified by gene-trapping, microarray-based expression analysis, and genome-wide homology searching",,chrI,72326,73300,-1
ORF,S000028594,YAL068W-A,,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; identified by gene-trapping, microarray-based expression analysis, and genome-wide homology searching",,chrI,538,792,1
ORF,S000028599,YBL113W-A,,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; identified by gene-trapping, microarray-based expression analysis, and genome-wide homology searching",,chrII,646,1128,1
